Intents,Query,Response
"Acad_Teo_QGI_controlar el desgaste, ya que en todas las acciones cotidianas requiere","El hombre necesita controlar el desgaste, ya que en todas las acciones cotidianas requiere la existencia de:","Fricción. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://avalon.cuautitlan2.unam.mx/biblioteca/tesis/2184.pdf"" target=""_ blank”> La lubricación en la industria y el transporte.  (PDF)</a><br />
<a href=""http://www.energia.gob.ar/contenidos/archivos/Reorganizacion/contenidos_didacticos/publicaciones/hidrocarburos.pdf” target=""_blank”> Conceptos sobre Hidrocarburos. (PDF)</a><br />
<a href=""http://cybertesis.uach.cl/tesis/uach/2006/bmfcid542d/doc/bmfcid542d.pdf” target=""_ blank”> Documento de apoyo a la gestión de mantenimiento, para la selección y aplicación de lubricantes. (PDF)</a><br />
<a href=”https://www.youtube.com/watch?v=VLN6ZWZ_Bl0"" target=""_blank""> Que es aceite lubricante viscosidad y SAE. (Video)</a><br />
<a href=”https://www.youtube.com/watch?v=x1R2uq2ktAU"" target=""_blank""> Análisis de grasas lubricantes. (Video)</a><br />"
Acad_Teo_QGI_cuatro fases de los motores de combustión,¿Cuáles son las cuatro fases de los motores de combustión?,"Admisión, compresión, escape y combustión. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”https://www.recope.go.cr/wp-content/uploads/2013/07/Manual_Productos.pdf"" target=""_ blank”> Manual de productos 2011. (PDF)</a><br />
<a href=""http://148.202.105.18/webcucsur/sites/default/files/sistema%20de%20encendido%20pp.pdf” target=""_blank”> Sistema de encendido. (PDF)</a><br />
<a href=""https://riunet.upv.es/bitstream/handle/10251/50037/TFG_14046814352534142022283454850107.pdf?sequence=2” target=""_ blank""> Puesta en marcha de una instalación para el balance energético en MCIA. (PDF)</a><br />
<a href=”https://www.youtube.com/watch?v=ydBF75ZpSZ0"" target=""_blank""> Sistema de Encendido Convencional. (Video)</a><br />
<a href=""https://www.youtube.com/watch?v=AUtmBRJfsWM&t=10s"" target=""_blank""> Química para buques: temperatura de ignición y de combustión. (Video)</a><br />"
Acad_Teo_QGI_Cuántica,¿Qué es cuántica?,"Es la teoría basada en describir las propiedades dinámicas de las partículas subatómicas y las interacciones entre la materia y la radiación. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://www.editorial.unca.edu.ar/Publicacione%20on%20line/CUADERNOS%20DE%20CATEDRA/Susana%20Fiad/LIBROVERSION%20EDITORIAL%202.pdf"" target=""_blank” > Introducción a la química general. Una guía didáctica. (PDF)</a><br />
<a href=""http://dcb.fi-c.unam.mx/CoordinacionesAcademicas/FisicaQuimica/Quimica/articulos/0a_bohr.pdf” target=""_blank""> Teoría atómica de Bohr. (PDF)</a><br />
<a href=""http://www3.uah.es/edejesus/resumenes/EQEM/tema_193.pdf“ target=""_blank""> La estructura electrónica de los átomos.  (PDF)</a><br />
<a href=""https://www.youtube.com/watch?v=OaYNfat2zbc"" target=""_blank""> La medición en la química. (Video)</a><br />
<a href=""https://www.youtube.com/watch?v=FVQ-KGF3zss"" target=""_blank""> Apuntes de Química #1 | Introducción a la Química y mediciones. (Video)</a><br />"
Acad_Teo_QGI_cálculo mol - mol,¿Qué es el cálculo mol - mol?,"Cálculo mol - mol: En este tipo de relación la sustancia de partida está expresada en moles, y la sustancia deseada se pide en moles. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://genesis.uag.mx/edmedia/material/quimicaII/pdf2/I.%20Estequiometr%EDa.pdf"" target=""_ blank”> Estequiometría. (PDF)</a><br />
<a href=""http://www.editorial.unca.edu.ar/Publicacione%20on%20line/CUADERNOS%20DE%20CATEDRA/Susana%20Fiad/LIBROVERSION%20EDITORIAL%202.pdf” target=""_blank”> Introducción a la química general. Una guía didáctica. (PDF)</a><br />
<a href=""http://depa.fquim.unam.mx/amyd/archivero/apuntesU6_30850.pdf“ target=""_blank”> . Fundamentos de estequiometría. (PDF)</a><br />
<a href=""https://www.youtube.com/watch?v=GDPSqSj9rYo"" target=""_blank""> Introducción a la Estequiometría (Video)</a><br />
<a href=""https://www.youtube.com/watch?v=QDTn__99GpI"" target=""_blank""> Conceptos básicos de Estequiometría. (Video)</a><br />"
Acad_Teo_QGI_Cómo pueden ser los lubricantes,¿Cómo pueden ser los lubricantes?,"Naturales, Sintéticos."
Acad_Teo_QGI_define grupo funcional,¿A qué se define grupo funcional?,"Un grupo de átomos o conjunto de átomos que le otorgan a la molécula, propiedades y reactividad característica. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://www7.uc.cl/sw_educ/educacion/grecia/plano/html/pdfs/cra/quimica/NM2/RQ2O102.pdf"" target=""_ blank”> La química del carbono. (PDF)</a><br />
<a href=""http://www.uv.es/maengu/docs/QUIMICA_DEL_CARBONO.pdf” target=""_blank”> Introducción a la química del carbono. (PDF)</a><br />
<a href=”https://www.youtube.com/watch?v=CV7CvUL276U&t=10s"" target=""_blank""> Tipos de Átomos de Carbono, primarios, secundarios, terciarios, cuaternarios. (Video)</a><br />
<a href=""https://www.youtube.com/watch?v=i2UQDbGdXOs"" target=""_blank""> Nomenclatura Orgánica: Alcanos. (Video)</a><br />"
Acad_Teo_QGI_define viscosidad,¿Cómo se define viscosidad?,"Viscosidad: Es una medida de la resistencia al escurrimiento y disminuye mientras la temperatura del líquido aumenta. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://cybertesis.uach.cl/tesis/uach/2005/bmfcig643o/doc/bmfcig643o.pdf"" target=""_ blank”> Obtención, recepción, manejo y consumo de combustibles a bordo. (PDF)</a><br />
<a href=""http://www.dspace.uce.edu.ec/bitstream/25000/1988/1/T-UCE-0017-46.pdf” target=""_blank”> Caracterización y evaluación del crudo. (PDF)</a><br />
<a href=""https://www.recope.go.cr/wp-content/uploads/2013/07/Manual_Productos.pdf” target=""_ blank”> Manual de productos 2011. (PDF)</a><br />
<a href=”https://www.youtube.com/watch?v=sSWgqg3CGCI"" target=""_blank""> ¿Qué es la viscosidad. (Video)</a><br />
<a href=""https://www.youtube.com/watch?v=9of_IO_JFPU"" target=""_blank""> . ¿Qué es el poder calorífico y la densidad energética? (Video)</a><br />"
Acad_Teo_QGI_destilar,¿De que depende destilar?,"De este rubro dependen de los requerimientos y la volatilidad del combustible. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://sisbib.unmsm.edu.pe/bibvirtualdata/Tesis/Ingenie/matos_sp/T_completo%20.pdf"" target=""_ blank”> Detección de adulteraciones de combustibles de uso en el Parque Automotor Peruano. (PDF)</a><br />
<a href=""http://cybertesis.uach.cl/tesis/uach/2005/bmfcig643o/doc/bmfcig643o.pdf” target=""_blank”> Obtención, recepción, manejo y consumo de combustibles a bordo. (PDF)</a><br />
<a href=”https://www.youtube.com/watch?v=fx_TgBdnPcY"" target=""_blank""""> Calidad de los combustibles. (Video)</a><br />
<a href=""https://www.youtube.com/watch?v=un-QT_-D1bg"" target=""_blank""> Diferencia entre densidad y viscosidad. (Video)</a><br />"
Acad_Teo_QGI_detergente,¿Qué es el detergente?,"Detergente: Se utilizan en los lubricantes ya que existe una variedad de efectos que tienden a causar el deterioro del aceite, además de la formación de depósitos nocivos. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://cybertesis.uach.cl/tesis/uach/2006/bmfcid542d/doc/bmfcid542d.pdf"" target=""_ blank”> Documento de apoyo a la gestión de mantenimiento, para la selección y aplicación de lubricantes. (PDF)</a><br />
<a href=""https://uta-ir.tdl.org/uta-ir/bitstream/handle/10106/25525/Bagi_uta_2502M_11920.pdf?sequence=1” target=""_blank”> Effect Of Additive Morphology & Chemistry On Wear & Friction Of Greases Under Spectrum Loading. (PDF)</a><br />
<a href=""http://200.35.84.131/portal/bases/marc/texto/2101-09-02934.pdf” target=""_ blank”> Evaluación de tecnologías aplicadas a la recuperación de aceites gastados para el rendimiento de los motores a gasolina. (PDF)</a><br />
<a href=”https://www.youtube.com/watch?v=xQz48stPnFE&t=204s"" target=""_blank""> Análisis de viscosidad. (Video)</a><br />
<a href=”https://www.youtube.com/watch?v=gOTNVdhEu6w"" target=""_blank""> Las funciones de los aditivos anti herrumbre y anti corrosión en el lubricante. (Video)</a><br />"
Acad_Teo_QGI_determina la composición de una sustancia,¿Cómo se determina la composición de una sustancia?,"La determinación de la fórmula de un compuesto nuevo comienza con el análisis de la sustancia, con la finalidad de determinar los elementos que contiene y cuánto de cada uno se encuentra presente. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://www.frenteestudiantil.com/upload/material_digital/Qu_mica%20General%20-%20McMurry%20-%205ta.pdf"" target=""_ blank”> Química general. (PDF)</a><br />
<a href=""http://genesis.uag.mx/edmedia/material/quimicaII/pdf2/I.%20Estequiometr%EDa.pdf” target=""_blank”> Estequiometría. (PDF)</a><br />
<a href=""https://www.youtube.com/watch?v=0IGEykpOefE&t=210s"" target=""_blank""> Cómo se leen las ecuaciones químicas (Video)</a><br />
<a href=""https://www.youtube.com/watch?v=Lpb-7RFqsWU"" target=""_blank""> Estequiometría con discoluciones. (Video)</a><br />"
Acad_Teo_QGI_dinámica,¿Qué es la dinámica?,"Dinámica: Es conocida también como absoluta y es la resistencia interna al flujo de un fluido, originado por el roce de las moléculas que se deslizan unas entre otras. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://cybertesis.uach.cl/tesis/uach/2005/bmfcig643o/doc/bmfcig643o.pdf"" target=""_ blank”> Obtención, recepción, manejo y consumo de combustibles a bordo. (PDF)</a><br />
<a href=""http://www.dspace.uce.edu.ec/bitstream/25000/1988/1/T-UCE-0017-46.pdf” target=""_blank”> Caracterización y evaluación del crudo. (PDF)</a><br />
<a href=""https://www.recope.go.cr/wp-content/uploads/2013/07/Manual_Productos.pdf” target=""_ blank”> Manual de productos 2011. (PDF)</a><br />
<a href=”https://www.youtube.com/watch?v=sSWgqg3CGCI"" target=""_blank""> ¿Qué es la viscosidad. (Video)</a><br />
<a href=""https://www.youtube.com/watch?v=9of_IO_JFPU"" target=""_blank""> . ¿Qué es el poder calorífico y la densidad energética? (Video)</a><br />"
Acad_Teo_QGI_dispersante,¿Qué es dispersante?,"Dispersante: Aditivos que controlan la formación de lodos, son similares a los detergentes."
Acad_Teo_QGI_dispositivo para separar el vapor del líquido en ebullición,¿Cuál es el dispositivo para separar el vapor del líquido en ebullición?,"Evaporador. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://www.frenteestudiantil.com/upload/material_digital/libros_varios/procesos/Operaciones%20Unitarias%20En%20Ingenier%EDa%20Qu%EDmica%20-%20McCabe%20-%207ma.pdf"" target=""_ blank”> Operaciones básicas de preparación de reactivos y separación de productos. (PDF)</a><br />
<a href=""http://ocw.unican.es/ensenanzas-tecnicas/operaciones-y-procesos/materiales/BLOQUE2-OyP.pdf” target=""_blank”> Operaciones y procesos (PDF)</a><br />
<a href=""http://bibing.us.es/proyectos/abreproy/20374/fichero/Proyecto+completo.pdf” target=""_ blank""> Control de Columnas de Destilación. (PDF)</a><br />
<a href=""https://www.youtube.com/watch?v=ExEp_2ij9Kc"" target=""_blank""> Solubilidad (Video)</a><br />
<a href=""https://www.youtube.com/watch?v=aNB5x4Z_H5Y"" target=""_blank""> Destilación y Evaporación - Lección Teórica I (Video)</a><br />"
Acad_Teo_QGI_El protón y el electrón fueron identificados estudiando la  conductividad,El protón y el electrón fueron identificados estudiando la  conductividad de los:,"Gases. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://asesorias.cuautitlan2.unam.mx/inorganica/profes/asp/apuntes/primeros_modelos.pdf"" target=""_blank” > Modelos atómicos. (PDF)</a><br />
<a href=""http://www3.uah.es/edejesus/resumenes/EQEM/tema_193.pdf” target=""_blank""> La estructura electrónica de los átomos. (PDF)</a><br />
<a href=""https://www.youtube.com/watch?v=KhNHKg60p7g“ target=""_blank""> Modelos atómicos (Video)</a><br />
<a href=""https://www.youtube.com/watch?v=ojcVUctpMyM"" target=""_blank""> Isótopos. (Video)</a><br />"
Acad_Teo_QGI_electroforesis consiste en la separación de partículas,La electroforesis consiste en la separación de partículas aprovechando su traslado mediante la aplicación de campos:,"Eléctricos. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://www.biblioteca.udep.edu.pe/bibvirUDEP/tesis/pdf/1_197_184_140_1851.pdf "" target=""_ blank”> Importancia del pH en las industrias y módulo de laboratorio. (PDF)</a><br />
<a href=""http://www.bdigital.unal.edu.co/8045/1/1186576.2011.pdf” target=""_blank”> Los Conceptos de ácido y base: Concepciones alternativas y construcción de aprendizaje en el Aula. (PDF)</a><br />
<a href=""https://www.uco.es/dptos/bioquimica-biol-mol/pdfs/15%20ELECTROFORESIS.pdf” target=""_ blank""> Electroforesis: electroforesis en papel de proteínas séricas. (PDF)</a><br />
<a href=""https://www.youtube.com/watch?v=tqPp1lDqFBo"" target=""_blank""> Ácido y base. (Video)</a><br />
<a href=""https://www.youtube.com/watch?v=6vKLT5mQoBM"" target=""_blank""> Electroforesis. (Video)</a><br />"
"Acad_Teo_QGI_elementos del grupo 1A y del 2A, en el lado izquierdo de la tabla","Los elementos del grupo 1A y del 2A, en el lado izquierdo de la tabla, ¿Cómo se le denomina?","Elementos del bloque. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://institutomanhattanschool.com/biblioteca-virtual/Quimica%20I/Principios%20de%20Quimica%20-%20Zumdahl.pdf"" target=""_blank” > Principios de química. (PDF)</a><br />
<a href=""https://www.princeton.edu/step/conferences-reports/reports/ch5.pdf” target=""_blank” > Environmental effects of particulate matter. (PDF)</a><br />
<a href=""https://www.youtube.com/watch?v=N3GeGmBtnO4“ target=""_blank""> Propiedades y clasificación de la materia (Video)</a><br />
<a href=""https://www.youtube.com/watch?v=lV-0h75lDWk"" target=""_blank""> Propiedades Físicas y Químicas de la materia. (Video)</a><br />
<a href=""https://sabercientificonuevageneracion.jimdo.com/6-fisicoquimica/"" target=""_blank""> La tabla periódica y sus propiedades. (Página Web)</a><br />
<a href=""https://www.youtube.com/watch?v=OKnKaKdLUdc"" target=""_blank""> La tabla periódica de los elementos. (Video)</a><br />"
Acad_Teo_QGI_elementos diferenciales entre si por el número de protones,¿Como se le conoce a los elementos diferenciales entre si por el número de protones que hay en el núcleo de sus átomos?,"Número atómico. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://www.frenteestudiantil.com/upload/material_digital/Qu_mica%20General%20-%20McMurry%20-%205ta.pdf"" target=""_blank” > Química general. (PDF)</a><br />
<a href=""http://www.editorial.unca.edu.ar/Publicacione%20on%20line/CUADERNOS%20DE%20CATEDRA/Susana%20Fiad/LIBROVERSION%20EDITORIAL%202.pdf” target=""_blank""> Introducción a la química general. Una guía didáctica. (PDF)</a><br />
<a href=""https://www.utdallas.edu/~scortes/ochem/OChem1_Lecture/Class_Materials/02_atomic_structure.pdf“ target=""_blank""> Atomic structure fundamentals.  (PDF)</a><br />
<a href=""https://www.youtube.com/watch?v=-n1Lro_wt2M"" target=""_blank""> Masa Atómica Promedio (Video)</a><br />
<a href=""https://www.youtube.com/watch?v=Wn1sEJdbLaE"" target=""_blank""> Peso atómico y molecular. (Video)</a><br />"
Acad_Teo_QGI_emplearse como disolventes para sustancias poco polares,¿Qué puede emplearse como disolventes para sustancias poco polares?,"Cera. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=”http://genesis.uag.mx/edmedia/material/quimicaII/pdf2/III.%20Qu%EDmica%20Org%E1nica.pdf"" target=""_ blank”> Química orgánica. (PDF)</a><br />
<a href=""https://www.angelo.edu/faculty/kboudrea/index_2353/Chapter_04_2SPP.pdf” target=""_blank”> Aldehydes and Ketones. Chemistry class: Fundamentals of Organic Chemistry. Chapter 4. (PDF)</a><br />
<a href=""https://www.youtube.com/watch?v=DisArTumwDc"" target=""_blank""> Ácidos carboxílicos, ésteres, aminas y amidas. (Video)</a><br />
<a href=""""https://www.youtube.com/watch?v=vb-1UdjVt4w"""" target=""""_blank""""> Aldehidos y cetonas (Video)</a><br />"
